path,age
./data/UTKFace/55_0_3_20170119171327855.jpg.chip.jpg,5
./data/UTKFace/25_0_0_20170116201855919.jpg.chip.jpg,2
./data/UTKFace/26_0_0_20170116203343708.jpg.chip.jpg,2
./data/UTKFace/35_1_1_20170117154137390.jpg.chip.jpg,3
./data/UTKFace/40_0_0_20170117181809634.jpg.chip.jpg,4
./data/UTKFace/61_0_3_20170119211819474.jpg.chip.jpg,6
./data/UTKFace/51_0_4_20170104210502395.jpg.chip.jpg,5
./data/UTKFace/23_1_4_20170117194314062.jpg.chip.jpg,2
./data/UTKFace/80_0_0_20170111211324676.jpg.chip.jpg,8
./data/UTKFace/16_0_4_20170110231631592.jpg.chip.jpg,1
./data/UTKFace/26_1_0_20170117003226902.jpg.chip.jpg,2
./data/UTKFace/8_1_0_20170109204756399.jpg.chip.jpg,0
./data/UTKFace/1_0_2_20161219204836612.jpg.chip.jpg,0
./data/UTKFace/38_1_3_20170109140706612.jpg.chip.jpg,3
./data/UTKFace/11_0_0_20170110220710576.jpg.chip.jpg,1
./data/UTKFace/25_1_0_20170119172023545.jpg.chip.jpg,2
./data/UTKFace/14_0_0_20170104012315465.jpg.chip.jpg,1
./data/UTKFace/40_1_1_20170116003454596.jpg.chip.jpg,4
./data/UTKFace/41_1_1_20170117021604893.jpg.chip.jpg,4
./data/UTKFace/32_0_1_20170113141038018.jpg.chip.jpg,3
./data/UTKFace/18_1_0_20170109214752340.jpg.chip.jpg,1
./data/UTKFace/26_1_0_20170117003136628.jpg.chip.jpg,2
./data/UTKFace/50_0_3_20170119205530376.jpg.chip.jpg,5
./data/UTKFace/16_0_0_20170110232038257.jpg.chip.jpg,1
./data/UTKFace/2_1_0_20161219224527744.jpg.chip.jpg,0
./data/UTKFace/30_1_4_20170117202935574.jpg.chip.jpg,3
./data/UTKFace/10_0_0_20170103200329407.jpg.chip.jpg,1
./data/UTKFace/15_1_0_20170109214633067.jpg.chip.jpg,1
./data/UTKFace/29_0_1_20170117095826375.jpg.chip.jpg,2
./data/UTKFace/73_0_0_20170117195327991.jpg.chip.jpg,7
./data/UTKFace/1_0_1_20170110213810856.jpg.chip.jpg,0
./data/UTKFace/28_1_3_20170119195104970.jpg.chip.jpg,2
./data/UTKFace/76_1_1_20170110181603235.jpg.chip.jpg,7
./data/UTKFace/3_1_2_20161219195325019.jpg.chip.jpg,0
./data/UTKFace/55_0_0_20170117000800699.jpg.chip.jpg,5
./data/UTKFace/65_0_0_20170117204724913.jpg.chip.jpg,6
./data/UTKFace/26_1_3_20170104235148954.jpg.chip.jpg,2
./data/UTKFace/2_0_2_20161219141245497.jpg.chip.jpg,0
./data/UTKFace/29_0_1_20170113134817225.jpg.chip.jpg,2
./data/UTKFace/32_1_0_20170113001614997.jpg.chip.jpg,3
./data/UTKFace/36_0_1_20170113152749711.jpg.chip.jpg,3
./data/UTKFace/22_1_4_20170112233746160.jpg.chip.jpg,2
./data/UTKFace/1_1_4_20161221202912889.jpg.chip.jpg,0
./data/UTKFace/44_0_3_20170119160244545.jpg.chip.jpg,4
./data/UTKFace/55_0_0_20170117190545195.jpg.chip.jpg,5
./data/UTKFace/28_1_3_20170120220537315.jpg.chip.jpg,2
./data/UTKFace/26_0_0_20170113210319942.jpg.chip.jpg,2
./data/UTKFace/24_1_0_20170117145436643.jpg.chip.jpg,2
./data/UTKFace/67_0_0_20170103184144627.jpg.chip.jpg,6
./data/UTKFace/26_1_1_20170116024021365.jpg.chip.jpg,2
./data/UTKFace/30_1_1_20170116214456649.jpg.chip.jpg,3
./data/UTKFace/21_1_1_20170112231905070.jpg.chip.jpg,2
./data/UTKFace/28_1_2_20170104021815094.jpg.chip.jpg,2
./data/UTKFace/63_1_0_20170117175354308.jpg.chip.jpg,6
./data/UTKFace/28_1_0_20170117122009585.jpg.chip.jpg,2
./data/UTKFace/21_1_1_20170117193624604.jpg.chip.jpg,2
./data/UTKFace/23_1_4_20170117194303197.jpg.chip.jpg,2
./data/UTKFace/28_1_1_20170116223115624.jpg.chip.jpg,2
./data/UTKFace/26_0_1_20170116024208336.jpg.chip.jpg,2
./data/UTKFace/28_0_4_20170116002326539.jpg.chip.jpg,2
./data/UTKFace/48_1_0_20170117174150685.jpg.chip.jpg,4
./data/UTKFace/30_0_1_20170117130038063.jpg.chip.jpg,3
./data/UTKFace/26_0_3_20170119183240167.jpg.chip.jpg,2
./data/UTKFace/36_0_3_20170119195452698.jpg.chip.jpg,3
./data/UTKFace/63_0_0_20170113173302611.jpg.chip.jpg,6
./data/UTKFace/24_1_4_20170103230402800.jpg.chip.jpg,2
./data/UTKFace/17_0_0_20170110231748137.jpg.chip.jpg,1
./data/UTKFace/50_1_2_20170104210635740.jpg.chip.jpg,5
./data/UTKFace/24_0_3_20170119165628798.jpg.chip.jpg,2
./data/UTKFace/18_0_1_20170120134900190.jpg.chip.jpg,1
./data/UTKFace/23_1_3_20170104222257463.jpg.chip.jpg,2
./data/UTKFace/19_1_2_20170116163806963.jpg.chip.jpg,1
./data/UTKFace/24_1_4_20170117194842219.jpg.chip.jpg,2
./data/UTKFace/21_0_2_20170116170638620.jpg.chip.jpg,2
./data/UTKFace/50_0_1_20170113152855753.jpg.chip.jpg,5
./data/UTKFace/85_1_0_20170110180531278.jpg.chip.jpg,8
./data/UTKFace/5_1_2_20161219194405259.jpg.chip.jpg,0
./data/UTKFace/24_1_2_20170116172607433.jpg.chip.jpg,2
./data/UTKFace/40_0_0_20170116224749117.jpg.chip.jpg,4
./data/UTKFace/36_1_3_20170117183328934.jpg.chip.jpg,3
./data/UTKFace/53_1_0_20170110122533941.jpg.chip.jpg,5
./data/UTKFace/22_1_0_20170114033329650.jpg.chip.jpg,2
./data/UTKFace/39_1_4_20170104201147354.jpg.chip.jpg,3
./data/UTKFace/34_0_1_20170117010115390.jpg.chip.jpg,3
./data/UTKFace/38_0_1_20170113174616843.jpg.chip.jpg,3
./data/UTKFace/19_0_2_20170104020121132.jpg.chip.jpg,1
./data/UTKFace/26_1_0_20170116235853558.jpg.chip.jpg,2
./data/UTKFace/14_1_0_20170109204131257.jpg.chip.jpg,1
./data/UTKFace/32_1_3_20170109134532682.jpg.chip.jpg,3
./data/UTKFace/30_1_1_20170117170832874.jpg.chip.jpg,3
./data/UTKFace/30_1_1_20170117203530728.jpg.chip.jpg,3
./data/UTKFace/5_1_2_20161219160439406.jpg.chip.jpg,0
./data/UTKFace/30_1_0_20170117150839178.jpg.chip.jpg,3
./data/UTKFace/70_1_0_20170117175535700.jpg.chip.jpg,7
./data/UTKFace/40_1_0_20170112233604223.jpg.chip.jpg,4
./data/UTKFace/21_1_1_20170112233456816.jpg.chip.jpg,2
./data/UTKFace/14_1_0_20170109205344937.jpg.chip.jpg,1
./data/UTKFace/25_1_2_20170116175222886.jpg.chip.jpg,2
./data/UTKFace/54_0_1_20170117183527321.jpg.chip.jpg,5
./data/UTKFace/4_0_2_20161219200030036.jpg.chip.jpg,0
./data/UTKFace/1_1_4_20170103212217155.jpg.chip.jpg,0
./data/UTKFace/62_1_0_20170109142055018.jpg.chip.jpg,6
./data/UTKFace/49_0_0_20170117153916924.jpg.chip.jpg,4
./data/UTKFace/21_1_4_20170103233532676.jpg.chip.jpg,2
./data/UTKFace/2_1_0_20170109191311166.jpg.chip.jpg,0
./data/UTKFace/53_1_0_20170117163713738.jpg.chip.jpg,5
./data/UTKFace/76_1_0_20170120225951434.jpg.chip.jpg,7
./data/UTKFace/21_0_0_20170104020830476.jpg.chip.jpg,2
./data/UTKFace/38_0_0_20170109013142560.jpg.chip.jpg,3
./data/UTKFace/25_1_2_20170116174834599.jpg.chip.jpg,2
./data/UTKFace/35_0_0_20170117145704297.jpg.chip.jpg,3
./data/UTKFace/40_1_3_20170119144248205.jpg.chip.jpg,4
./data/UTKFace/41_0_4_20170104205137196.jpg.chip.jpg,4
./data/UTKFace/26_1_4_20170103224710662.jpg.chip.jpg,2
./data/UTKFace/4_0_2_20161219154925917.jpg.chip.jpg,0
./data/UTKFace/40_1_1_20170113012749881.jpg.chip.jpg,4
./data/UTKFace/23_0_0_20170111181750321.jpg.chip.jpg,2
./data/UTKFace/58_0_0_20170104213007932.jpg.chip.jpg,5
./data/UTKFace/24_1_0_20170117150848786.jpg.chip.jpg,2
./data/UTKFace/47_0_0_20170109010730191.jpg.chip.jpg,4
./data/UTKFace/36_0_2_20170103235656733.jpg.chip.jpg,3
./data/UTKFace/27_1_0_20170117164325646.jpg.chip.jpg,2
./data/UTKFace/26_1_3_20170119180953860.jpg.chip.jpg,2
./data/UTKFace/45_0_0_20170117183618006.jpg.chip.jpg,4
./data/UTKFace/25_1_2_20170116174823428.jpg.chip.jpg,2
./data/UTKFace/24_1_3_20170104235417596.jpg.chip.jpg,2
./data/UTKFace/30_1_0_20170117204651319.jpg.chip.jpg,3
./data/UTKFace/26_0_1_20170113152913048.jpg.chip.jpg,2
./data/UTKFace/35_0_1_20170113174614794.jpg.chip.jpg,3
./data/UTKFace/48_0_4_20170117204131728.jpg.chip.jpg,4
./data/UTKFace/1_0_0_20161219210307125.jpg.chip.jpg,0
./data/UTKFace/28_1_1_20170117180712098.jpg.chip.jpg,2
./data/UTKFace/59_0_0_20170109012750162.jpg.chip.jpg,5
./data/UTKFace/72_0_0_20170111221801037.jpg.chip.jpg,7
./data/UTKFace/42_0_3_20170112220259809.jpg.chip.jpg,4
./data/UTKFace/45_0_3_20170119195643531.jpg.chip.jpg,4
./data/UTKFace/58_0_0_20170104183336630.jpg.chip.jpg,5
./data/UTKFace/70_0_0_20170111201419254.jpg.chip.jpg,7
./data/UTKFace/33_1_3_20170109133043550.jpg.chip.jpg,3
./data/UTKFace/2_1_3_20161219224808112.jpg.chip.jpg,0
./data/UTKFace/20_0_0_20170117140133828.jpg.chip.jpg,2
./data/UTKFace/63_0_0_20170117162837819.jpg.chip.jpg,6
./data/UTKFace/76_1_0_20170110180413588.jpg.chip.jpg,7
./data/UTKFace/45_0_2_20170120222541001.jpg.chip.jpg,4
./data/UTKFace/22_1_3_20170105002128188.jpg.chip.jpg,2
./data/UTKFace/31_1_1_20170112210802028.jpg.chip.jpg,3
./data/UTKFace/30_0_3_20170104220333766.jpg.chip.jpg,3
./data/UTKFace/20_1_2_20170104020820934.jpg.chip.jpg,2
./data/UTKFace/26_1_1_20170116231446642.jpg.chip.jpg,2
./data/UTKFace/85_0_0_20170111210736421.jpg.chip.jpg,8
./data/UTKFace/49_0_0_20170104212123348.jpg.chip.jpg,4
./data/UTKFace/20_1_2_20170116170350603.jpg.chip.jpg,2
./data/UTKFace/8_1_3_20161220222535466.jpg.chip.jpg,0
./data/UTKFace/28_0_0_20170116212053311.jpg.chip.jpg,2
./data/UTKFace/37_0_0_20170109013120280.jpg.chip.jpg,3
./data/UTKFace/20_1_1_20170114031116660.jpg.chip.jpg,2
./data/UTKFace/55_0_0_20170117190804738.jpg.chip.jpg,5
./data/UTKFace/3_1_0_20170109191823943.jpg.chip.jpg,0
./data/UTKFace/26_0_3_20170119192352369.jpg.chip.jpg,2
./data/UTKFace/29_0_1_20170104220317630.jpg.chip.jpg,2
./data/UTKFace/11_0_0_20170110224340941.jpg.chip.jpg,1
./data/UTKFace/49_1_0_20170117160556897.jpg.chip.jpg,4
./data/UTKFace/30_0_0_20170117130639687.jpg.chip.jpg,3
./data/UTKFace/26_1_3_20170119193112441.jpg.chip.jpg,2
./data/UTKFace/32_0_1_20170115230958202.jpg.chip.jpg,3
./data/UTKFace/52_1_0_20170110151437658.jpg.chip.jpg,5
./data/UTKFace/40_0_0_20170111181750378.jpg.chip.jpg,4
./data/UTKFace/33_1_0_20170112235228201.jpg.chip.jpg,3
./data/UTKFace/21_1_2_20170104020048292.jpg.chip.jpg,2
./data/UTKFace/31_0_2_20161219192759515.jpg.chip.jpg,3
./data/UTKFace/26_1_1_20170113000646211.jpg.chip.jpg,2
./data/UTKFace/55_0_0_20170111201201679.jpg.chip.jpg,5
./data/UTKFace/22_1_2_20170104021310052.jpg.chip.jpg,2
./data/UTKFace/26_0_0_20170112205800959.jpg.chip.jpg,2
./data/UTKFace/38_1_1_20170117142941700.jpg.chip.jpg,3
./data/UTKFace/64_1_0_20170105162511322.jpg.chip.jpg,6
./data/UTKFace/60_0_1_20170117182448367.jpg.chip.jpg,6
./data/UTKFace/28_1_0_20170117202621022.jpg.chip.jpg,2
./data/UTKFace/55_0_0_20170117171818853.jpg.chip.jpg,5
./data/UTKFace/37_0_1_20170117164514945.jpg.chip.jpg,3
./data/UTKFace/36_0_1_20170116205322430.jpg.chip.jpg,3
./data/UTKFace/4_1_3_20161219224504392.jpg.chip.jpg,0
./data/UTKFace/26_0_3_20170119183103830.jpg.chip.jpg,2
./data/UTKFace/26_1_2_20170116184626759.jpg.chip.jpg,2
./data/UTKFace/28_1_1_20170117121917805.jpg.chip.jpg,2
./data/UTKFace/36_0_2_20170116191943513.jpg.chip.jpg,3
./data/UTKFace/1_1_4_20161221201545377.jpg.chip.jpg,0
./data/UTKFace/26_1_4_20170103213122476.jpg.chip.jpg,2
./data/UTKFace/36_1_1_20170112231430536.jpg.chip.jpg,3
./data/UTKFace/8_1_0_20170109205426790.jpg.chip.jpg,0
./data/UTKFace/64_1_0_20170110132148994.jpg.chip.jpg,6
./data/UTKFace/44_0_4_20170104001913293.jpg.chip.jpg,4
./data/UTKFace/54_0_3_20170104183448533.jpg.chip.jpg,5
./data/UTKFace/73_1_0_20170110160644079.jpg.chip.jpg,7
./data/UTKFace/26_0_3_20170117153347116.jpg.chip.jpg,2
./data/UTKFace/60_1_4_20170103230632265.jpg.chip.jpg,6
./data/UTKFace/9_1_4_20170103200814791.jpg.chip.jpg,0
./data/UTKFace/1_1_4_20161221202053505.jpg.chip.jpg,0
./data/UTKFace/58_0_2_20170117153650893.jpg.chip.jpg,5
./data/UTKFace/56_0_1_20170113184709263.jpg.chip.jpg,5
./data/UTKFace/50_1_0_20170103183624314.jpg.chip.jpg,5
./data/UTKFace/25_1_1_20170112205156233.jpg.chip.jpg,2
./data/UTKFace/24_1_2_20170116172642345.jpg.chip.jpg,2
./data/UTKFace/30_0_1_20170117202825454.jpg.chip.jpg,3
./data/UTKFace/45_0_0_20170117154539187.jpg.chip.jpg,4
./data/UTKFace/29_0_3_20170119195338355.jpg.chip.jpg,2
./data/UTKFace/30_0_0_20170117145938915.jpg.chip.jpg,3
./data/UTKFace/15_1_4_20170103200935782.jpg.chip.jpg,1
./data/UTKFace/8_1_0_20170109203303253.jpg.chip.jpg,0
./data/UTKFace/70_0_0_20170117155935122.jpg.chip.jpg,7
./data/UTKFace/54_0_0_20170113210319475.jpg.chip.jpg,5
./data/UTKFace/58_0_3_20170119211700248.jpg.chip.jpg,5
./data/UTKFace/21_0_2_20170112192931470.jpg.chip.jpg,2
./data/UTKFace/85_1_0_20170110183522560.jpg.chip.jpg,8
./data/UTKFace/22_0_4_20170103224652599.jpg.chip.jpg,2
./data/UTKFace/61_0_3_20170104210003146.jpg.chip.jpg,6
./data/UTKFace/24_1_2_20170116170732649.jpg.chip.jpg,2
./data/UTKFace/23_0_3_20170117144210931.jpg.chip.jpg,2
./data/UTKFace/25_1_3_20170104232101034.jpg.chip.jpg,2
./data/UTKFace/26_1_1_20170113000222125.jpg.chip.jpg,2
./data/UTKFace/43_0_0_20170117175212882.jpg.chip.jpg,4
./data/UTKFace/25_0_3_20170104214613229.jpg.chip.jpg,2
./data/UTKFace/35_0_2_20170116182223485.jpg.chip.jpg,3
./data/UTKFace/90_1_0_20170120225831522.jpg.chip.jpg,9
./data/UTKFace/26_1_3_20170116180310868.jpg.chip.jpg,2
./data/UTKFace/45_0_4_20170117204342880.jpg.chip.jpg,4
./data/UTKFace/48_1_1_20170109220559770.jpg.chip.jpg,4
./data/UTKFace/29_0_0_20170104170512993.jpg.chip.jpg,2
./data/UTKFace/55_0_0_20170117190748017.jpg.chip.jpg,5
./data/UTKFace/26_1_4_20170117143809650.jpg.chip.jpg,2
./data/UTKFace/42_1_0_20170109140758891.jpg.chip.jpg,4
./data/UTKFace/26_0_0_20170116232725357.jpg.chip.jpg,2
./data/UTKFace/27_0_0_20170104231544105.jpg.chip.jpg,2
./data/UTKFace/8_1_0_20170109200833660.jpg.chip.jpg,0
./data/UTKFace/70_1_0_20170110140931962.jpg.chip.jpg,7
./data/UTKFace/25_1_0_20170119172030770.jpg.chip.jpg,2
./data/UTKFace/30_1_0_20170117114710101.jpg.chip.jpg,3
./data/UTKFace/51_0_0_20170117160807782.jpg.chip.jpg,5
./data/UTKFace/26_0_0_20170117144510833.jpg.chip.jpg,2
./data/UTKFace/53_0_1_20170116191725055.jpg.chip.jpg,5
./data/UTKFace/35_0_2_20170116164723099.jpg.chip.jpg,3
./data/UTKFace/30_1_0_20170117181122764.jpg.chip.jpg,3
./data/UTKFace/53_0_3_20170119212002295.jpg.chip.jpg,5
./data/UTKFace/52_0_2_20170104184356222.jpg.chip.jpg,5
./data/UTKFace/35_1_1_20170117005839967.jpg.chip.jpg,3
./data/UTKFace/60_1_0_20170110131848316.jpg.chip.jpg,6
./data/UTKFace/23_1_3_20170119164546693.jpg.chip.jpg,2
./data/UTKFace/47_0_3_20170119202114397.jpg.chip.jpg,4
./data/UTKFace/45_1_0_20170104185042110.jpg.chip.jpg,4
./data/UTKFace/80_0_1_20170111181750520.jpg.chip.jpg,8
./data/UTKFace/27_1_1_20170114031455929.jpg.chip.jpg,2
./data/UTKFace/62_0_3_20170104212109387.jpg.chip.jpg,6
./data/UTKFace/26_1_0_20170104022111485.jpg.chip.jpg,2
./data/UTKFace/27_0_0_20170105175510406.jpg.chip.jpg,2
./data/UTKFace/42_0_0_20170117154827918.jpg.chip.jpg,4
./data/UTKFace/23_1_2_20170116172830806.jpg.chip.jpg,2
./data/UTKFace/44_1_0_20170116222635275.jpg.chip.jpg,4
./data/UTKFace/65_0_0_20170117171238997.jpg.chip.jpg,6
./data/UTKFace/65_0_0_20170117162825204.jpg.chip.jpg,6
./data/UTKFace/26_0_1_20170113155018211.jpg.chip.jpg,2
./data/UTKFace/28_1_0_20170112235047937.jpg.chip.jpg,2
./data/UTKFace/20_0_1_20170113132343593.jpg.chip.jpg,2
./data/UTKFace/35_1_2_20170117092216605.jpg.chip.jpg,3
./data/UTKFace/32_0_0_20170116180259328.jpg.chip.jpg,3
./data/UTKFace/55_1_3_20170117154725038.jpg.chip.jpg,5
./data/UTKFace/2_1_3_20161220221639986.jpg.chip.jpg,0
./data/UTKFace/40_0_0_20170117142017783.jpg.chip.jpg,4
./data/UTKFace/26_0_1_20170105183731642.jpg.chip.jpg,2
./data/UTKFace/75_0_0_20170117173104681.jpg.chip.jpg,7
./data/UTKFace/51_0_0_20170117160750863.jpg.chip.jpg,5
./data/UTKFace/26_1_4_20170103225817689.jpg.chip.jpg,2
./data/UTKFace/28_0_3_20170119194819469.jpg.chip.jpg,2
./data/UTKFace/46_1_1_20170116223430582.jpg.chip.jpg,4
./data/UTKFace/63_0_3_20170119211953569.jpg.chip.jpg,6
./data/UTKFace/52_0_4_20170103183610052.jpg.chip.jpg,5
./data/UTKFace/5_1_0_20170109192408726.jpg.chip.jpg,0
./data/UTKFace/1_0_2_20161219201319628.jpg.chip.jpg,0
./data/UTKFace/27_1_3_20170117175954467.jpg.chip.jpg,2
./data/UTKFace/45_0_0_20170116224726258.jpg.chip.jpg,4
./data/UTKFace/45_0_1_20170117154348380.jpg.chip.jpg,4
./data/UTKFace/27_1_2_20170116163747003.jpg.chip.jpg,2
./data/UTKFace/35_0_1_20170117143202320.jpg.chip.jpg,3
./data/UTKFace/40_1_0_20170117143211602.jpg.chip.jpg,4
./data/UTKFace/38_1_3_20170119202610221.jpg.chip.jpg,3
./data/UTKFace/65_0_0_20170104184609437.jpg.chip.jpg,6
./data/UTKFace/23_1_0_20170103163120968.jpg.chip.jpg,2
./data/UTKFace/2_1_4_20161221195142095.jpg.chip.jpg,0
./data/UTKFace/74_0_0_20170111224032125.jpg.chip.jpg,7
./data/UTKFace/65_1_0_20170110140444495.jpg.chip.jpg,6
./data/UTKFace/30_0_0_20170117130641193.jpg.chip.jpg,3
./data/UTKFace/22_0_3_20170119162746691.jpg.chip.jpg,2
./data/UTKFace/9_0_0_20170110220441522.jpg.chip.jpg,0
./data/UTKFace/49_0_3_20170119201611413.jpg.chip.jpg,4
./data/UTKFace/36_1_4_20170117203519312.jpg.chip.jpg,3
./data/UTKFace/70_0_0_20170120223312220.jpg.chip.jpg,7
./data/UTKFace/29_1_0_20170103163726008.jpg.chip.jpg,2
./data/UTKFace/37_0_4_20170117135943573.jpg.chip.jpg,3
./data/UTKFace/50_0_1_20170117204159441.jpg.chip.jpg,5
./data/UTKFace/24_0_0_20170117145203051.jpg.chip.jpg,2
./data/UTKFace/40_0_0_20170117171009947.jpg.chip.jpg,4
./data/UTKFace/38_0_3_20170119202726182.jpg.chip.jpg,3
./data/UTKFace/26_0_1_20170113134358506.jpg.chip.jpg,2
./data/UTKFace/32_0_1_20170113145215078.jpg.chip.jpg,3
./data/UTKFace/40_1_2_20170116191811650.jpg.chip.jpg,4
./data/UTKFace/24_1_0_20170116222618238.jpg.chip.jpg,2
./data/UTKFace/70_0_0_20170117175207508.jpg.chip.jpg,7
./data/UTKFace/7_1_0_20170109204556280.jpg.chip.jpg,0
./data/UTKFace/35_0_2_20170116191751784.jpg.chip.jpg,3
./data/UTKFace/15_1_4_20170103230530985.jpg.chip.jpg,1
./data/UTKFace/32_1_0_20170103163347255.jpg.chip.jpg,3
./data/UTKFace/16_0_0_20170110231801615.jpg.chip.jpg,1
./data/UTKFace/24_1_4_20170103224348784.jpg.chip.jpg,2
./data/UTKFace/27_1_2_20170116170004947.jpg.chip.jpg,2
./data/UTKFace/25_0_0_20170117141931817.jpg.chip.jpg,2
./data/UTKFace/25_1_0_20170103183722595.jpg.chip.jpg,2
./data/UTKFace/13_1_0_20170109204055232.jpg.chip.jpg,1
./data/UTKFace/2_0_0_20170109194439365.jpg.chip.jpg,0
./data/UTKFace/50_0_3_20170119211935657.jpg.chip.jpg,5
./data/UTKFace/26_1_0_20170116231512359.jpg.chip.jpg,2
./data/UTKFace/86_1_0_20170109150945088.jpg.chip.jpg,8
./data/UTKFace/35_0_0_20170117191728610.jpg.chip.jpg,3
./data/UTKFace/28_1_1_20170117131034507.jpg.chip.jpg,2
./data/UTKFace/35_0_1_20170113155255651.jpg.chip.jpg,3
./data/UTKFace/56_0_0_20170104212131403.jpg.chip.jpg,5
./data/UTKFace/26_0_0_20170113210319768.jpg.chip.jpg,2
./data/UTKFace/25_0_2_20170119145148646.jpg.chip.jpg,2
./data/UTKFace/85_1_0_20170110182139534.jpg.chip.jpg,8
./data/UTKFace/24_1_1_20170115235754853.jpg.chip.jpg,2
./data/UTKFace/27_0_0_20170117012808138.jpg.chip.jpg,2
./data/UTKFace/68_0_0_20170104184637742.jpg.chip.jpg,6
./data/UTKFace/35_0_0_20170117134959477.jpg.chip.jpg,3
./data/UTKFace/85_1_0_20170110183728036.jpg.chip.jpg,8
./data/UTKFace/26_0_2_20170116181317521.jpg.chip.jpg,2
./data/UTKFace/32_1_0_20170117182439717.jpg.chip.jpg,3
./data/UTKFace/8_1_0_20170109204608113.jpg.chip.jpg,0
./data/UTKFace/26_0_1_20170113151630983.jpg.chip.jpg,2
./data/UTKFace/26_0_0_20170113182141220.jpg.chip.jpg,2
./data/UTKFace/25_1_1_20170117192036085.jpg.chip.jpg,2
./data/UTKFace/1_1_3_20161220143222430.jpg.chip.jpg,0
./data/UTKFace/58_0_3_20170109140942312.jpg.chip.jpg,5
./data/UTKFace/36_1_4_20170112234015846.jpg.chip.jpg,3
./data/UTKFace/42_0_3_20170113190642809.jpg.chip.jpg,4
./data/UTKFace/80_1_0_20170110140819226.jpg.chip.jpg,8
./data/UTKFace/21_1_0_20170105002525812.jpg.chip.jpg,2
./data/UTKFace/25_1_1_20170116003155558.jpg.chip.jpg,2
./data/UTKFace/78_0_0_20170112224707532.jpg.chip.jpg,7
./data/UTKFace/32_1_1_20170116164417371.jpg.chip.jpg,3
./data/UTKFace/74_1_0_20170120224932730.jpg.chip.jpg,7
./data/UTKFace/53_0_0_20170120223133507.jpg.chip.jpg,5
./data/UTKFace/36_1_1_20170116174213892.jpg.chip.jpg,3
./data/UTKFace/1_0_0_20161219194004596.jpg.chip.jpg,0
./data/UTKFace/26_1_4_20170117152911110.jpg.chip.jpg,2
./data/UTKFace/25_1_2_20170116175247157.jpg.chip.jpg,2
